author_id,created_at,text
AmazonHelp,06_06_2022_23_05,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG
116086,06_06_2022_23_05,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!
AmazonHelp,06_06_2022_23_05,@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM
116087,06_06_2022_23_05,"@AmazonHelp My package just got here. All good, thank you!"
AmazonHelp,06_06_2022_23_05,"@116087 Thank you for keeping us posted, Rachael! ^BA"
116087,06_06_2022_23_05,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away."
AmazonHelp,06_06_2022_23_05,"@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA"
116088,06_06_2022_23_05,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(
AmazonHelp,06_06_2022_23_05,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB"
116088,06_06_2022_23_05,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..
AmazonHelp,06_06_2022_23_05,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB
116088,06_06_2022_23_05,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help
AmazonHelp,06_06_2022_23_05,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE
116088,06_06_2022_23_05,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?
116088,06_06_2022_23_05,@AmazonHelp It’s literally in the description of the item... “Players who pre-order Star Wars Battlefront...”
116088,06_06_2022_23_05,@AmazonHelp @116089 is this real? They’re offering preorder bonuses but don’t actually give them out?
116088,06_06_2022_23_05,@AmazonHelp So to get this straight. I get nothing at all for preordering?
116088,06_06_2022_23_05,@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.
116088,06_06_2022_23_05,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed."
116088,06_06_2022_23_05,@116090 I signed up for Prime so I could preorder Battlefront II and get all the bonuses and now cust service is saying I won’t get bonus
AmazonHelp,06_06_2022_23_05,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH
116091,06_06_2022_23_05,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted."
AmazonHelp,06_06_2022_23_05,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL"
116091,06_06_2022_23_05,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.
116091,06_06_2022_23_05,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp
AmazonHelp,06_06_2022_23_05,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL"
116092,06_06_2022_23_05,@AmazonHelp I have. No luck.
AmazonHelp,06_06_2022_23_05,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP
116092,06_06_2022_23_05,@115821 please spend time &amp; money to fix your app. Constant issues with it.
AmazonHelp,06_06_2022_23_05,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ"
116093,06_06_2022_23_05,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.
AmazonHelp,06_06_2022_23_05,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ
116093,06_06_2022_23_05,My Kindle not working properly is breaking my heart! 😩💔
AmazonHelp,06_06_2022_23_05,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT"
116094,06_06_2022_23_05,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC
AmazonHelp,06_06_2022_23_05,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2)
AmazonHelp,06_06_2022_23_05,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ
116095,06_06_2022_23_05,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.
116095,06_06_2022_23_05,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg
116096,06_06_2022_23_05,"This is the Japanese vampire book I blurbed. Different, touching, and perfectly constructed. https://t.co/lZAfyKtMpe"
AppleSupport,06_06_2022_23_05,@116097 We'd like to look into this with you. Please DM us your current iOS version and your iPhone model. https://t.co/GDrqU22YpT
116097,06_06_2022_23_05,"Why does my I️ not work ?! 
@115858 please fix this!!!"
AppleSupport,06_06_2022_23_05,@116098 Let's dig into this further with you. DM us and we'll continue there.
116098,06_06_2022_23_05,@AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh
AppleSupport,06_06_2022_23_05,"@116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG"
116098,06_06_2022_23_05,Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z
AppleSupport,06_06_2022_23_05,@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.
116099,06_06_2022_23_05,iOS 11 is killing my battery @115858. Fix it.
AppleSupport,06_06_2022_23_05,@116100 This article should help with that: https://t.co/usOJWy6ChP
116100,06_06_2022_23_05,"@AppleSupport Thanks, thing is I still have like 81 cents in credit and won't let me do that until I have zero credit"
AppleSupport,06_06_2022_23_05,@116100 Try contacting our iTunes Store team here for more help: https://t.co/SDIe7UiyJN
116100,06_06_2022_23_05,"@AppleSupport Awesome, thanks"
116100,06_06_2022_23_05,"@AppleSupport Hello, I need some help regarding the region change on my Apple ID"
AppleSupport,06_06_2022_23_05,@116101 Thanks for clarifying. Let's meet in DM so we can do more in-depth on this. https://t.co/GDrqU22YpT
116101,06_06_2022_23_05,"@AppleSupport it has, but not for some time now. i’ve tried with two different apple ids but it’s still not showing up on my phone"
AppleSupport,06_06_2022_23_05,@116101 We're happy to help. Has Home Sharing worked with these devices before?
116101,06_06_2022_23_05,@AppleSupport why is my home sharing not working and how do i fix it
AppleSupport,06_06_2022_23_05,@116102 Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?
116102,06_06_2022_23_05,"@AppleSupport iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x"
AppleSupport,06_06_2022_23_05,"@116102 To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here: https://t.co/GDrqU22YpT"
116103,06_06_2022_23_05,@AppleSupport @116102 Battery life just got worst.
AppleSupport,06_06_2022_23_05,"@116103 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT"
116102,06_06_2022_23_05,@AppleSupport Sent twice. Don’t know if the first one went through but no reply either way.
116102,06_06_2022_23_05,"@AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply."
AppleSupport,06_06_2022_23_05,@116102 We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?
116102,06_06_2022_23_05,@115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod
AppleSupport,06_06_2022_23_05,@116104 Let us look into that. What device and OS version are you using?
116104,06_06_2022_23_05,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?
AppleSupport,06_06_2022_23_05,@116105  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT
116105,06_06_2022_23_05,@115858 if my words even mean a thing to you; I am an iPhone 7 owner and have updated to your latest software and now am having the most dropped calls in history and glitch’s such as apps randomly opening and more ... #iHelp
AppleSupport,06_06_2022_23_05,@116106 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
116106,06_06_2022_23_05,@AppleSupport epıl bana yardımcı olur musun telefon internet konusunda çok yakıyo napcaz ?
AppleSupport,06_06_2022_23_05,@116107 Glad to hear and just reach out again if you need help. Have a good one!
116107,06_06_2022_23_05,@AppleSupport Worked 👌🏽
AppleSupport,06_06_2022_23_05,@116107 Please keep us posted afterwards.
116107,06_06_2022_23_05,@AppleSupport No I had 11.0.3 but now it says 11.1 update so ima go ahead and do that
AppleSupport,06_06_2022_23_05,@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?
116107,06_06_2022_23_05,why won’t my apps fuccin download or update @AppleSupport
Uber_Support,06_06_2022_23_05,@116108 Here to help! Send us a note via https://t.co/xMxswVLBKT so our team can connect.
116108,06_06_2022_23_05,@Uber_Support I did. No response.
Uber_Support,06_06_2022_23_05,@116108 We're here to help! Send us a DM with your email address so we can follow up.
116108,06_06_2022_23_05,@115873 wtf is this.. every time I try to use the app it gives me this crap https://t.co/sp7kMe0ogA
Uber_Support,06_06_2022_23_05,@116109 We have followed up via DM.
116109,06_06_2022_23_05,@115877 your app and website still don’t work
Uber_Support,06_06_2022_23_05,@116110 Here to help! Send us a note via https://t.co/1xM0TILvAI so our team can assist.
116110,06_06_2022_23_05,@Uber_Support Thanks! I appreciate it. Not sure what happened.
116110,06_06_2022_23_05,@115873 hi just for a ride and it seemed to think I wanted to go to my original location. I canceled trip but want to see about being credited
Uber_Support,06_06_2022_23_05,@116111 Here to help! Send us a note via https://t.co/zJ6aIZinzb so our team can connect.
116111,06_06_2022_23_05,"@Uber_Support I already dm y'all about 30 mins ago, check it out it is long and detailed."
Uber_Support,06_06_2022_23_05,@116111 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
116111,06_06_2022_23_05,@Uber_Support  https://t.co/Fc42zHkmDA
116111,06_06_2022_23_05,Bruh can someone at @115873 @Uber_Support get back to me on my Dms 😒😒😒😒
Uber_Support,06_06_2022_23_05,@116112 We're sorry to hear this was your experience. Send us a note via https://t.co/K05RdmK3t4 so we can assist.
116112,06_06_2022_23_05,.@Uber_Support My driver broke down. Any tips on getting a refund?
Uber_Support,06_06_2022_23_05,@116113 Please DM us with your account email address and phone number so we can look into this. https://t.co/sd7yH5jmbJ
116113,06_06_2022_23_05,@Uber_Support i do not see we're the trid if is listed on the app.. i sent in a few message
Uber_Support,06_06_2022_23_05,@116113 Sorry to hear this was your experience! Please send us a note at https://t.co/K05RdmK3t4 so we can connect right away.
116113,06_06_2022_23_05,@115873 worst most unprofessional driver ever !! asked for extra fee when he showed up ! yelling at me cause uber don't pay for his 30k car??? https://t.co/i5qOULRSnc
Tesco,06_06_2022_23_05,"@116114 Hi there, I've replied to your DM about this. Apologies - Josh"
116114,06_06_2022_23_05,@Tesco are complaints taken seriously? Do you take customer complaints seriously or just pay it lip service???
Tesco,06_06_2022_23_05,"@116115 Hi James, would you be able to let me know how many bottles of lemonade were in stock at the time you were there? Thanks - Callum"
116115,06_06_2022_23_05,@116116 @Tesco  https://t.co/OOFePDl9eC
116116,06_06_2022_23_05,@116115 @Tesco 😂😂🙄
116115,06_06_2022_23_05,Ay @Tesco what’s your policy on bottles of lemonade? 6 bottle max is a bit of a joke am thirsty
Tesco,06_06_2022_23_05,@116117 Finally could you please send me the bottom most row of digits from your receipt. - Nick 3/3
116117,06_06_2022_23_05,"@Tesco Honestly, I don’t care that much. You should just know that all 6 sausages ended up in the bin"
Tesco,06_06_2022_23_05,"@116117 Hi Rhys, thanks for letting us know. I've log this feed back anonymously. Thanks, James."
116117,06_06_2022_23_05,"@Tesco thought you’d like to know: these sausages I purchased from you taste awful. Ruined my sausage and mash dinner, I just had mash! https://t.co/xBRP0FxHks"
Tesco,06_06_2022_23_05,"@116117 Hi Rhys, I'm really sorry you've not had a stellar time with our Mor range, I'd like to get an internal log of this 1/3"
Tesco,06_06_2022_23_05,"@116118 The most appropriate action to take, is to ensure this is addressed with the colleague concerned. TY - Chris 2/2"
116118,06_06_2022_23_05,@Tesco You've lost me as a customer
Tesco,06_06_2022_23_05,"@116118 I am sorry to hear that Polly, however we would not offer a gesture for complaints of this nature. TY - Chris"
116118,06_06_2022_23_05,"@Tesco I am a regular customer and spend at least £50 a week with you, so pretty poor apology. Feel like shopping somewhere else"
Tesco,06_06_2022_23_05,"@116118 Are you able to send us your name, address &amp; email by DM please &amp; we will get back to you shortly - Mike 2/2"
116118,06_06_2022_23_05,@Tesco id tell Paul to wash his mouth out with soap. cheers
116118,06_06_2022_23_05,hi @Tesco an answerphone message from your delivery driver ended with him saying 'fuck you' (he obviously thought he'd put the phone down)
Tesco,06_06_2022_23_05,"@116118 Hi Polly, thank you for getting back to us, I have to be honest, giving a gesture is not going to resolve the issues. 1/2"
Delta,06_06_2022_23_05,@116119 Thank you. Please reach out to the Flight Attendants for assistance.  *TMT
116119,06_06_2022_23_05,@Delta I'm On Flight DL4047 to CLE. There is a man in 3A who is moaning in pain and sweating. He's not well.
Delta,06_06_2022_23_05,@116120 Oh! Thanks for noticing! 😃 *TMT
116120,06_06_2022_23_05,Dear cute flight attendant @delta. I’m board...just sayin’
Delta,06_06_2022_23_05,@116121 Great! Please let us know if we can assist.  *HRO
116121,06_06_2022_23_05,@Delta Yes. And isn’t diverted?!
Delta,06_06_2022_23_05,@116121 I am showing DL 1262 is from LAS JFK?  *HRO
116121,06_06_2022_23_05,@Delta hi. Any news why DL1262 diverted to AUS and DL1738 to SMF? Thanks
Delta,06_06_2022_23_05,@116121 Oh ok.  Thanks for checking with us and we are here for you.  *HRO
Delta,06_06_2022_23_05,@116122 Please follow this link for your request. Thank you.  https://t.co/an5C61CZZt *TMT
116122,06_06_2022_23_05,@Delta I sent you guys a DM about a story! Thanks in advance for any help you can provide. 🎃
Delta,06_06_2022_23_05,"@116123 Hey there, unfortunately, we are not able to assist with this request.  *TLT"
116123,06_06_2022_23_05,@Delta Bummer! I promised them some info and in my hurry to get to my next flight forgot to leave my business card 😩
Delta,06_06_2022_23_05,@116123 So sorry to disappoint. :-( *TAC
116123,06_06_2022_23_05,"@Delta I was on flight 2222 LAX to ATL at 645am I'm trying to forward a message to one of the FAs, are you able to assist?"
Delta,06_06_2022_23_05,"@116124 Enjoy, have a great week. 😊 *TBT"
116124,06_06_2022_23_05,"@Delta I love the sky lounge access. Thank you. Imagine if they had a ""dark or more dim room"" to relax. That's next level!!"
Delta,06_06_2022_23_05,@116121 Oh no! One moment as I take a look.  *HRO
116121,06_06_2022_23_05,@Delta but it now looks like a mistake in @116125 and isn’t DL‘s fault
Delta,06_06_2022_23_05,"@77483 Hi, Jenna. I apologize for your seating issue. Pls DM your conf # if I may assist, *AAB"
77483,06_06_2022_23_05,@Delta Flights are what they are already. Just frustrated. I got this Amex but no real perks. Wondering when the perks actually happen.
Delta,06_06_2022_23_05,"@77483 We appreciate your feedback, Jenna and thank you for sharing your concerns.  *ABN"
77483,06_06_2022_23_05,@Delta Can I get the 35$ refunded for the seat cost I never got?
Delta,06_06_2022_23_05,@77483 Please use the link to provide your confirmation #. *ABN https://t.co/6iDGBJAc2m
77483,06_06_2022_23_05,@Delta just don’t know what I gotta do to not be treated like crap. Apparently spending thousands on your Amex isn’t cutting it.
Delta,06_06_2022_23_05,@116126 I’d be delighted to assist. Please follow and DM your confirmation number.  *AFC https://t.co/6iDGBJAc2m
116126,06_06_2022_23_05,@Delta booked a code share Korean Air flight on https://t.co/xFTVohudJC; where can I find my confirmation # or ticket # for the KE portion?
Uber_Support,06_06_2022_23_05,@116127 Here to help! Please DM (direct message) us your email address so we can follow up. Thanks!
116127,06_06_2022_23_05,@Uber_Support pls check dm
116127,06_06_2022_23_05,@Uber_Support I have submitted complain against over charging but still not response from uber support!!!!
SpotifyCares,06_06_2022_23_05,"@116128 Got it! Could you try streaming one of our 15 Stranger Things playlists, then switch to the Now Playing screen? /KB"
116128,06_06_2022_23_05,@SpotifyCares I tried it on web browser and it worked! 😊
116128,06_06_2022_23_05,"@SpotifyCares Desktop app still not working, but I got to see the cool thing (Easter egg) so I’m ecstatic! 😊😊"
SpotifyCares,06_06_2022_23_05,"@116128 Hmm, let's see. Could you confirm the exact Spotify version of your desktop app? /KB"
116128,06_06_2022_23_05,@SpotifyCares 1.0.65.320.gac7a8e02
SpotifyCares,06_06_2022_23_05,"@116128 Thanks! It's not ideal, but a clean reinstall of the app should help out: https://t.co/EqisDMwZAT. Let us know how it plays out /KB"
116128,06_06_2022_23_05,"@SpotifyCares using a MacBook Pro with OS X El Capitan and the latest Spotify update, and an iPhone 6S with the latest software/Spotify updates!"
SpotifyCares,06_06_2022_23_05,@116128 Hey Jacklynn! The cavalry's here. Could you tell us the device/OS you're using? We'll see what we can suggest /KB
116128,06_06_2022_23_05,Why are my devices not doing the cool thing when I play the #StrangerThings albums on @115888? 😭
SpotifyCares,06_06_2022_23_05,@116129 Hi Liam! Could you let us know the tracks/albums you're looking for? We'll take a look /RH
116129,06_06_2022_23_05,"@SpotifyCares Made In Germany, Du Bist Gut, Cover Me and 20 Jahre (this one mostly). Because these are missing, a few compilations have greyed out tracks"
SpotifyCares,06_06_2022_23_05,"@116129 2: Spotify content here: https://t.co/0i8GpimuDa. If you have anything else in mind, we're just a tweet away /RH"
SpotifyCares,06_06_2022_23_05,"@116129 1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about..."
116129,06_06_2022_23_05,"@116130 why are Nena's releases between 2002 and 2012 all missing, yet everything else from 1982 - 2017 is there? #sadness #emptyplaylist"
British_Airways,06_06_2022_23_05,"@116131 accept our apologies. We need to be fair to everyone who has unfortunately, also been disrupted 2/2. ^Oliver"
116131,06_06_2022_23_05,"@British_Airways cancels #BA228  D. C. - LHR on 3 Nov, but refuses to give a free upgrade for inconvenience caused. Sad. #LuxuryTravel"
British_Airways,06_06_2022_23_05,@116132 ask if you wish for any help or questions. We're here 24/7 and will respond as quickly as we can 2/2. ^Oliver
116132,06_06_2022_23_05,"Find this terrifying. Hard to use self check out kiosks, grateful @British_Airways &amp; @116133 let me go human recently. https://t.co/q4QBp7fvk2"
British_Airways,06_06_2022_23_05,"@116134 Hi Stephen, follow and DM us more info along with your mum's contact details. ^Helen"
116134,06_06_2022_23_05,"@British_Airways She's been trying to do that, that's the point! You should be contacting her as she can't get through to you via phone or email"
British_Airways,06_06_2022_23_05,@116134 Is your mother able to contact us directly? ^Davina 2/2
116134,06_06_2022_23_05,@British_Airways Can you please contact __email__ and can give you further details please
British_Airways,06_06_2022_23_05,@116134 We're disappointed to hear this Stephen. Is there something you would like our assistance with? ^Kit
116134,06_06_2022_23_05,@British_Airways call centre has the  worst customer serivce ever. keep you on hold for endless hours without an apology. Mum is not happy!
comcastcares,06_06_2022_23_05,"@116135 Hello, I'm sorry to see that you fee this way and I'm happy to help! Can you please DM the full address? ~AT"
116135,06_06_2022_23_05,Obvious PSA: @116136 is evil. Thanks for tuning in!
comcastcares,06_06_2022_23_05,"@116137 Hello, I will be happy to help you. Please DM so we can further assist you, thank you. -DP"
116137,06_06_2022_23_05,@comcastcares Neither SD or HD for NBC or ABC can be seen. An error message says 03059. Rebooting didn’t help.
comcastcares,06_06_2022_23_05,"@116137 My apologies about that, please send us a Direct Message  so we can look into that for you. -DP"
116137,06_06_2022_23_05,Is this a trick? No NBC WPTV or ABC WPBF in PSL @115900 this afternoon! Why these 2 channels?
comcastcares,06_06_2022_23_05,"@116138 Hello, let me look into that for you. Please DM your account information so we can research this further, thank you. -DP"
116138,06_06_2022_23_05,@116136 like lucky i’m home but what the fuck
116138,06_06_2022_23_05,"love that @116136 sent people to bury the new cable line....on halloween.....in the middle of trick or treat times, with no notification"
comcastcares,06_06_2022_23_05,"@116139 Hello, thanks for reaching out about your new service concerns and I'm happy to help. Can you please DM the full address? ~AT"
116139,06_06_2022_23_05,"@ComcastCares
 I just opened an account with xfinity and needed the modem. Will it be shipped to my house or do I have to pick it up?"
comcastcares,06_06_2022_23_05,"@116140 I promise we don't you to feel that way. Please, DM me the information requested above so I can help you with this.-JC"
116140,06_06_2022_23_05,"@comcastcares I've called 5 times, no resolution, bill for a house i don't live in still remains, and you all give me the run around to cancel my account"
comcastcares,06_06_2022_23_05,@116140 Hello there! I would like to take a look into your billing issues for you! Can you please send a DM with your fir... https://t.co/mx7zIru1QO
116140,06_06_2022_23_05,@115900 It's interesting how with every natural disaster you try to find a way to screw over those who are already the worst off
116140,06_06_2022_23_05,"@115900 My house was destroyed by Hurricane Irma, I've called you THREE times to place temporary hold, and you STILL send me a bill"
comcastcares,06_06_2022_23_05,@116141 and the phone number associated with your account so I can look into this issue further. Thanks! -KW
116141,06_06_2022_23_05,@comcastcares PAY ATTENTION TO ME
116141,06_06_2022_23_05,@comcastcares what's going on man where's my internet
comcastcares,06_06_2022_23_05,"@116141 Hi, I'll be happy to check on the status of your internet services. Please send a DM with your full name, address,"
AmericanAir,06_06_2022_23_05,@116142 We never want your experience to be anything less than perfect. We're sorry the Wi-Fi was slower than expected.
116142,06_06_2022_23_05,@AmericanAir's wifi makes Amtrak's wifi look pro. At least theirs is free.  @5804 has decent wifi @ reasonable prices. Why not AA?
AmericanAir,06_06_2022_23_05,"@116143 Thanks for the shout-out and for stopping by, Marc! We'll pass this on to our SFO Admirals Club managers."
116143,06_06_2022_23_05,"Wonderful club! @americanair (@ American Airlines Admirals Club in San Francisco, CA) https://t.co/GWFwuGVgNA"
AmericanAir,06_06_2022_23_05,@116144 We're sorry for any difficulties that you've experienced. Please contact our Web Technical Support folks at 800-222-2377.
116144,06_06_2022_23_05,"@AmericanAir already did...changed browsers, did all my techie tricks and still can't make a reservation after 1 hour!!"
AmericanAir,06_06_2022_23_05,@116144 They'll be more than happy to walk you through it and help with the booking process.
116144,06_06_2022_23_05,@AmericanAir been on phone and hold for past 45 mins. looking bleak
116144,06_06_2022_23_05,@AmericanAir ........still....on....hold.....they made the booking. I am trying to pay.....so #frustrating.
AmericanAir,06_06_2022_23_05,@116144 We're sorry for the long wait. The next available agent will be with you as soon as possible.
116144,06_06_2022_23_05,@AmericanAir well now i am told the ticket cost is an additional $200/person to pay....because of the wait....omg
AmericanAir,06_06_2022_23_05,@116144 Fares sell in real time. We're sorry we weren't able to snag the lower fare for you.
116144,06_06_2022_23_05,@AmericanAir i don't think it changes within minutes. This is a scam
116144,06_06_2022_23_05,@AmericanAir finally booked and they honored lower fare....that was still available on line
AmericanAir,06_06_2022_23_05,@116144 We're glad our Reservations team was able to help.
116144,06_06_2022_23_05,"@AmericanAir Me too, but it shouldn't be this hard. Nearly 2 hours."
116144,06_06_2022_23_05,Trying to book a flight on @AmericanAir and an error comes up: System having trouble. Anyone else having problem?
AmericanAir,06_06_2022_23_05,@116145 We're sorry for your frustration. Any damage must be assessed in person within 24 hours of arrival by airport personnel.
116145,06_06_2022_23_05,@AmericanAir Well how much does that help me now?
AmericanAir,06_06_2022_23_05,@116145 An airport agent will be happy to take a look at your bag to assist with a claim but damage must be assessed in person.
116145,06_06_2022_23_05,@AmericanAir I was long gone from the airport by then
AmericanAir,06_06_2022_23_05,"@116145 Our team will need to assess the damage in person, please see an agent for assistance."
116145,06_06_2022_23_05,@AmericanAir No I was not able to
AmericanAir,06_06_2022_23_05,@116145 We always want to take care of your bags. We're you able to file a claim with our Baggage team?
116145,06_06_2022_23_05,Look what @AmericanAir did to my bag. https://t.co/QUeBqf8JJf
AmericanAir,06_06_2022_23_05,@116146 We're happy when you're happy! That sure does look delicious.
116146,06_06_2022_23_05,Big thx 2 @AmericanAir 4 guacamole and margs of thx while the @116147 lounge upgrades are underway #nomnom https://t.co/PCW4Vdxbyf
TMobileHelp,06_06_2022_23_05,@116148 :o Creepy! Happy Halloween! *ArynH
116148,06_06_2022_23_05,@115911    Who’s looking in your window at night https://t.co/gkUco6aO01
TMobileHelp,06_06_2022_23_05,"@116149 No worries at all! I'll be able to help out 100%! Shoot me a DM, and I'll dive right in! *DannyHarvey"
116149,06_06_2022_23_05,@115911  https://t.co/zc5zheYczx
115911,06_06_2022_23_05,"@116149 I mean...it does say to ""submit your costume pic"" in the original tweet... *ErikS"
116149,06_06_2022_23_05,@115911 This is kinda lame...i created a whole acc just to get told to upload a photo of my costume. I didn't even dress up? https://t.co/B8UvzSlzhp
115911,06_06_2022_23_05,"Happy Halloween! Submit your costume pics with #Thankenstein + #Contest to win a spooky trip to London, plus other scary surprise goodies! https://t.co/9M7XGcE8fx"
TMobileHelp,06_06_2022_23_05,"@116150 We don't want things to come to that point, please DM if there's anything we can help with. *JohnWard"
116150,06_06_2022_23_05,Finally free of the @115911 chains here I come cricket
TMobileHelp,06_06_2022_23_05,@116151 @115913 I've got your DM and will reply shortly. Welcome back! *ZachRicketts
116151,06_06_2022_23_05,@TMobileHelp @115913 John why I am having so much trouble coming back
TMobileHelp,06_06_2022_23_05,"@116151 @115913 Please meet me back in DM, we'll discuss this further. *ZachRicketts"
116151,06_06_2022_23_05,@TMobileHelp @115913 8 hours total  over 3 days and still working on coming back. Why @115913 ?
116152,06_06_2022_23_05,@116151 @TMobileHelp @115913 what is happening in this conversation
116153,06_06_2022_23_05,@116152 @116151 @TMobileHelp @115913 I'm not even a T-Mobile customer. And people like this piss me off. Trolling losers.
116153,06_06_2022_23_05,@116152 @116151 @TMobileHelp @115913 This guy is a fool and a troll.
116151,06_06_2022_23_05,@TMobileHelp @115913 I am not going to a store!  I spend Sunday 6 hours trying to come back and tweeting. Today you are making me go back and front for 1 and 1/2 hours. No Worth it
116153,06_06_2022_23_05,@TMobileHelp @116151 @115913 Quit begging for this idiots business
116153,06_06_2022_23_05,@116151 @TMobileHelp @115913 Because you sound like an idiot. After reading your post you don't know your password the same password you had when you was a customer just a month ago. You sound like a troll. Your the one making this hard you idiot. Can't believe how stupid this generation has become
116151,06_06_2022_23_05,@TMobileHelp @115913 Thanks!
TMobileHelp,06_06_2022_23_05,@116151 @115913 Thank you so much for the DM. We'll be responding in kind shortly for you! https://t.co/lH0SH5fy2m *MikeRice
116151,06_06_2022_23_05,@TMobileHelp @115913 I send DM over to you guys Cassy or Jason were helping me
TMobileHelp,06_06_2022_23_05,"@116151 @115913 We absolutely want you back and we will find a solution today. We see your DM, we will be responding https://t.co/PbJEgtqanO *JeromyBingham"
116151,06_06_2022_23_05,@TMobileHelp @115913 @116154 So you @115913 know! been trying to chat but your team is asking for a pin or password I don’t have. Making me feel like you don’t want me back
TMobileHelp,06_06_2022_23_05,"@116151 @115913 @116154 I've sent you a DM with some information, let's get this fixed. https://t.co/PbJEgtqanO *JeromyBingham"
116151,06_06_2022_23_05,@TMobileHelp @115913 @116154 Don’t get why they are asking for my password
116151,06_06_2022_23_05,@TMobileHelp @115913 John I try to come back to T-Mobile but they want me to go to the store. Maybe @116154 team can help because customer service want me to go to the stores maybe I just stay will my current service. Don’t seem like u guy want me back
TMobileHelp,06_06_2022_23_05,@116151 @115913 We'd love to see you back on the UnCarrier. DM us and we'll chat reunion options: https://t.co/cuEwtd2epS *DanKing
116151,06_06_2022_23_05,@115913 @2896 I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to @116154 team? Because customer service told me I can’t go to my formal plan.
115913,06_06_2022_23_05,Wow!! Honored to be one of @2896’s #TheBraveOnes!!  https://t.co/ORNLBSYzDp
